"LocationLongitude","LocationLatitude","IPAddress","Message","Q1","Q37","Q43","Q44","Q36","Q33","Q42","Q34","Q35","Q25","Q24_1","Q24_2","Q24_3","Q24_4","Q24_5","Q24_6","Q24_7","Q24_8","Q26","Q28","Q29","Q30","Q31","Q32_1","Q32_2","Q32_3","Q32_4","Q32_5","Q32_6","Q32_7","Q32_8","Q33_1","Q33_2","Q33_3","Q33_4","Q33_5","Q33_6","Q33_7","Q33_8","Q41_1","Q41_2","Q41_3","Q41_4","Q41_5","Q41_6","Q41_7","Q41_8","Q41_9","Q42_1","Q40","Q12","Q18","Q16_1","Q16_2","Q16_3","Q16_4","Q16_5","Q16_6","Q16_7","Q16_8","Q17","Q34_1","Q36_1","Q37_1","Q39","Q38","Q40_1","Q40_2","Q40_3","Q40_4","Q40_5","Q40_6","Q40_7","Q40_8","Q40_9","Q40_10","Q21","Q19","Q20","Q13","Q14","Q15","Q23","PassFail"
-97.5167999267578,35.4662017822266,"166.182.80.23","No Message Control","I AGREE to participate",1,"A great deal","A moderate amount","0",0,"0",0,"0","Extremely likely",5,1,3,4,2,6,8,7,"Much more vulnerable","Much more vulnerable","Yes",175,"0",25,25,25,50,25,25,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Somewhat agree","0",31,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",31,"Rural","Resident near the river","0","Hiked","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed full time","$80,000 - $89,999","Republican","0","Conservative","0","Pass"
-97.4535980224609,35.2144012451172,"108.214.173.40","No Message Control","I AGREE to participate",1,"A lot","A little","0",0,"0",0,"0","Extremely likely",5,6,1,7,4,8,2,3,"Much more vulnerable","Much more vulnerable","Yes",25,"0",5,5,0,5,0,0,5,5,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Strongly disagree","Zachary Taylor",46,"Male","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Pushmataha",42,"Rural","Resident near the river","0","Hiked","0","Gone ""off-roading""","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Professional degree","Employed full time","$80,000 - $89,999","Independent","0","Liberal","The population areas always decide our fate and the always take from us.","Pass"
-95.6253967285156,34.2348937988281,"107.152.59.35","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Extremely likely",1,4,3,2,6,5,7,8,"Moderately more vulnerable","Much more vulnerable","Yes",100,"0",12,12,12,16,14,12,12,10,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat disagree","Millard Fillmore",70,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",68,"Rural","Resident near the river","0","Hiked","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","Professional degree","Retired","$70,000 - $79,999","Democrat","0","Neither/Even Split","I hope it's researching the feasibility of the local population giving up that much water to Oklahoma City when we need it here.   This area is becoming more popular as a place to retire or to own a vacation home, and people from larger cities buy property here.  This area could very well have a population explosion in the coming years in order for people to get away from large cities.  We will need our water here.","Pass"
-96.9841003417969,32.9609985351562,"47.187.104.84","Message 1 OKC","I AGREE to participate",1,"A moderate amount","A moderate amount","0",1,"The opposition attorney",0,"0","Extremely likely",6,4,2,3,5,1,8,7,"Moderately more vulnerable","Much more vulnerable","Yes",25,"0",0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","0","0","0","0","0","0","Neither agree nor disagree","Zachary Taylor",49,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",49,"Rural","Visit the area for recreation/tourism","0","Hiked","0","Gone ""off-roading""","0","0","Hunted","0","0","0","0","4 year degree","Employed full time","More than $150,000","Democrat","0","Liberal","0","Pass"
-97.5167999267578,35.4662017822266,"166.182.82.241","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Extremely likely",4,5,1,3,2,8,6,7,"Much more vulnerable","Much more vulnerable","Yes",250,"0",50,50,25,50,25,50,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","Volunteered to register voters or work at a polling place","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",41,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",39,"Rural","Resident near the river","0","0","Camped","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$80,000 - $89,999","Republican","0","Conservative","0","Pass"
-94.7622985839844,34.0269927978516,"167.160.244.38","Message 2 River","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",1,"An attorney challenging the permit","Extremely likely",2,6,4,1,5,3,8,7,"Much more vulnerable","Much more vulnerable","No",0,"The endangered species that will become extinct if the river is controlled.   I saw no mention of that....three species of mussels need the high waters and low waters as in drought situations to exist.  Oklahoma City offered no payment to any part of Southeast Oklahoma for taking their river and destroying an ancient eco system and bringing about the extinction of three types of mussels.  Ergo....the poorest residents in the state should not be required to provide monetary support for what God blessed us with.....the river.",0,0,0,0,0,0,0,0,30,10,10,30,10,10,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Millard Fillmore",71,"Female","0","0","0","0",0,"0","0","Not Listed","Yes","Pushmataha",71,"Rural","Resident near the river","0","0","Camped","Gone ""off-roading""","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Professional degree","Retired","$30,000 - $39,999","Something else","0","Neither/Even Split","I am not sure....I was confused by the claim that Millard Fillmore was the 12th president when he was clearly the 13th.   I did notice an error in grammar as well (the use of ""there"" instead of  ""their"".....so perhaps this survey was not edited properly.   Step it up, OU.     Zachary Taylor was the 12th president.","Pass"
-94.7622985839844,34.0269927978516,"167.160.244.74","Message 1 OKC","I AGREE to participate",1,"A great deal","A little","0",1,"The opposition attorney",0,"0","Extremely likely",3,1,2,4,8,6,5,7,"About the same","Much more vulnerable","Yes",100,"0",10,15,25,50,0,0,0,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Agree","0",66,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",17,"Rural","Resident near the river","0","Hiked","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","0","Visited a wildlife refuge or state park","0","Some college","Employed part time","$10,000 - $19,999","Independent","0","&nbsp;","I'm really not clear on the reasoning for this study other than you are trying to find out how much interest there is on the Sardis Lake/Kiamichi River issues.  The scientific studies required by the EPA and others were never allowed in the OWRB decisions on the permitting of the Kiamichi River diversion @ Moyers.  Does your study want to address the facts of the Tribal Agreement?","Pass"
-93.611198425293,41.6006011962891,"166.181.67.160","Message 2 River","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",1,"An attorney challenging the permit","Extremely likely",1,4,3,2,5,6,7,8,"Much more vulnerable","Much more vulnerable","Yes",100,"0",10,50,10,10,10,10,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","Zachary Taylor",58,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",58,"Rural","Resident near the river","0","0","Camped","Gone ""off-roading""","0","0","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Professional degree","Employed full time","$50,000 - $59,999","Democrat","0","Neither/Even Split","I think this study is researching the opinions of individuals regarding the removal of water from the Kiamichi River in SE Oklahoma and pipelining that water to OKC.","Pass"
-97.8219985961914,37.7510070800781,"166.182.85.151","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Extremely likely",1,5,2,3,4,6,7,8,"Much more vulnerable","Much more vulnerable","Yes",100,"0",35,10,10,10,10,10,10,5,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","0","Voted in the last federal election","Disagree","James K. Polk",46,"Female","White","0","0","0",0,"0","0","0","Yes","McCurtain",46,"Rural","Resident near the river","0","0","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","0","0","0","Professional degree","Employed full time","$70,000 - $79,999","Democrat","0","&nbsp;","I'm glad OU is collecting data on this important issue. Please do what you can to preserve the Kiamichi River versus stand by and see it sold to the highest bidder. Oklahoma City can hit up Texas or Kansas for some extra water if need be.  Just so long as OKC keeps their hands off of our water here in SE OK!","Pass"
-96.8217010498047,32.7787017822266,"172.242.209.170","Message 2 River","I AGREE to participate",1,"A lot","A little","A lot",0,"0",1,"An attorney challenging the permit","Extremely likely",1,3,6,2,4,5,7,8,"Much more vulnerable","Much more vulnerable","Yes",50,"0",10,5,5,10,10,5,5,0,0,0,0,0,0,0,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Agree","Zachary Taylor",58,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",58,"Rural","Resident near the river","0","0","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Professional degree","Employed full time","$100,000 - $149,999","Something else","Open minded","Neither/Even Split","0","Fail"
-96.872802734375,32.7057952880859,"107.77.199.31","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Extremely likely",1,4,3,2,5,6,7,8,"Much more vulnerable","Much more vulnerable","Yes",100,"0",25,40,10,25,0,0,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",30,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Pushmataha",30,"Rural","Resident near the river","0","0","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Unemployed not looking for work","$70,000 - $79,999","Republican","0","Conservative","0","Pass"
-97.8219985961914,37.7510070800781,"162.72.111.32","No Message Control","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",0,"0","Extremely likely",4,6,2,7,3,5,8,1,"Slightly more vulnerable","Much more vulnerable","Yes",100,"0",10,10,20,10,10,20,10,10,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",60,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",60,"Rural","Resident near the river","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","High school graduate","Disabled","$20,000 - $29,999","Republican","0","Conservative","0","Pass"
-97.5167999267578,35.4662017822266,"166.182.89.18","No Message Control","I AGREE to participate",1,"A moderate amount","A moderate amount","0",0,"0",0,"0","Extremely likely",3,1,4,2,7,5,8,6,"About the same","Much more vulnerable","Yes",20,"0",5,3,3,2,2,3,1,1,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Somewhat disagree","James K. Polk",52,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",52,"Rural","Resident near the river","0","0","0","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","0","0","0","High school graduate","Employed full time","$30,000 - $39,999","Republican","0","Conservative","0","Pass"
-97.4095001220703,35.2337951660156,"98.168.169.42","Message 1 OKC","I AGREE to participate",1,"A little","None at all","0",1,"An attorney for the city",0,"0","Moderately likely",8,6,1,7,2,3,4,5,"0","Moderately more vulnerable","No",0,"I’m from the area, but don’t live there anymore. I would pay if I still lived there.",0,0,0,0,0,0,0,0,10,10,20,10,10,10,10,20,"Donated time or money to a political campaign","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",22,"Female","White","0","0","0",0,"0","0","0","Yes","Cleveland",22,"Suburban","Not Listed","Grew up on the river, interested in what happens to the watershed. Live in Norman now.","Hiked","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","0","0","0","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$20,000 - $29,999","Democrat","0","Liberal","0","Pass"
-96.7888031005859,32.8265991210938,"174.206.24.207","No Message Control","I AGREE to participate",1,"A lot","A great deal","0",0,"0",0,"0","Extremely likely",2,7,4,1,8,5,6,3,"Much more vulnerable","Much more vulnerable","Yes",100,"0",10,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","Voted in the last federal election","Strongly disagree","James K. Polk",34,"Male","White","0","0","0",0,"0","0","0","Yes","Choctaw",34,"Rural","Visit the area for recreation/tourism","0","0","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","High school graduate","Employed full time","$70,000 - $79,999","Republican","0","Conservative","0","Pass"
-97.4095001220703,35.2337951660156,"162.228.151.221","Message 2 River","I AGREE to participate",1,"A little","A great deal","0",0,"0",1,"An attorney challenging the permit","Moderately likely",3,4,1,5,7,2,8,6,"Slightly more vulnerable","About the same","Yes",100,"0",0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Neither agree nor disagree","Zachary Taylor",32,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",32,"Rural","Visit the area for recreation/tourism","0","0","Camped","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","0","0","0","Professional degree","Employed full time","$40,000 - $49,999","Independent","0","&nbsp;","This study is researching why they are wanting to take the water from SE ok all the way to okc! I just wonder what will happen when it runs dry and we need water here in SE ok! I have lived her all my life and I have seen it flood the river bridge on HWY 271 towards Finley and I have seen it with very little water in it!","Pass"
-95.3449020385742,35.7411041259766,"209.213.134.134","Message 1 OKC","I AGREE to participate",1,"A lot","A moderate amount","0",1,"The opposition attorney",0,"0","Moderately likely",1,5,4,2,3,6,8,7,"Moderately more vulnerable","Much more vulnerable","Yes",100,"0",25,15,15,15,10,10,5,5,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Disagree","James K. Polk",0,"Male","White","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Pushmataha",67,"Rural","Resident near the river","0","0","0","0","0","0","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Retired","$50,000 - $59,999","Republican","0","Conservative","It probably won't matter! OKC has decided to steal our water and they own the politicians to pull it off! What about the Kiamichi Rock Pocket Mussel? It stopped dam construction 40 years ago! Has OKC bought the EPA?","Pass"
-97.4095001220703,35.2337951660156,"99.17.45.198","No Message Control","I AGREE to participate",1,"A moderate amount","None at all","0",0,"0",0,"0","Extremely likely",1,5,3,4,2,7,6,8,"Moderately more vulnerable","Much more vulnerable","Yes",10,"0",1,1,1,2,1,2,1,1,0,0,0,0,0,0,0,0,"0","0","0","0","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","0","Voted in the last federal election","Disagree","Millard Fillmore",40,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",30,"Rural","Resident near the river","0","0","0","Gone ""off-roading""","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Employed full time","$70,000 - $79,999","0","0","Conservative","0","Pass"
-95.3449020385742,35.7411041259766,"209.213.131.98","Message 2 River","I AGREE to participate",1,"A little","None at all","0",0,"0",1,"An attorney challenging the permit","Extremely likely",1,5,2,4,3,8,6,7,"Moderately more vulnerable","Much more vulnerable","No",0,"I am financially unable to support my bills. Much less, pay for something I already have. I don’t think the city should take what is ours anyway.",0,0,0,0,0,0,0,0,0,30,30,30,0,10,0,0,"0","Attended a town hall or city council meeting","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","Served on a committee or board","0","Voted in the last federal election","Somewhat agree","Millard Fillmore",55,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Pushmataha",55,"Rural","Resident near the river","0","Hiked","0","Gone ""off-roading""","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","4 year degree","Employed full time","$20,000 - $29,999","Independent","0","Conservative","Living here on the river is a way of life. OKC wants to suck the life blood out of the river. Something should b done but I’m unsure of what.","Pass"
-97.0833969116211,32.7785034179688,"107.77.200.128","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Extremely likely",1,6,2,8,4,3,7,5,"Slightly more vulnerable","Slightly more vulnerable","Yes",100,"0",20,20,10,10,10,10,10,10,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","0","Somewhat disagree","Millard Fillmore",24,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",24,"Rural","Resident near the river","0","0","0","0","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Unemployed not looking for work","$60,000 - $69,999","Democrat","0","Neither/Even Split","0","Pass"
-95.2385025024414,33.6627044677734,"172.242.6.78","Message 1 OKC","I AGREE to participate",1,"A moderate amount","A little","0",1,"The opposition attorney",0,"0","Extremely likely",5,1,4,2,3,6,8,7,"Moderately more vulnerable","Much more vulnerable","No",0,"I can not afford it. But I would volunteer my time and services to help the cause.",0,0,0,0,0,0,0,0,20,25,10,20,5,10,5,5,"0","0","0","0","0","0","0","0","Voted in the last federal election","Somewhat disagree","Zachary Taylor",36,"Female","White","0","0","0",0,"0","0","0","Yes","Bryan",36,"Rural","Visit the area for recreation/tourism","0","Hiked","Camped","0","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","Some college","Employed full time","$20,000 - $29,999","Democrat","0","Neither/Even Split","By the information provided and the questions asked, I would think you were gathering information to prove that Southern Oklahoma is a poor and uneducated area. Even if that is true, it is a product of the government of Oklahoma's fault for not making education a priority. And it still doesn't mean that the citizens do not deserve the natural resources that are being taken from the south, to be given to the north. And weather we ignorant or not. We are fighters. We are proud. We are stubborn. So anyone that thinks we are dumb enough to just give away our water resources and let our towns shrivel into nothing, under estimated us.","Pass"
-94.8490982055664,32.6044006347656,"74.221.153.84","No Message Control","I AGREE to participate",1,"A great deal","None at all","0",0,"0",0,"0","Moderately likely",2,5,1,3,4,8,6,7,"Much more vulnerable","Much more vulnerable","Yes",10,"0",0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","Voted in the last federal election","Disagree","Zachary Taylor",30,"Male","White","0","0","0",0,"0","0","0","Yes","Pushmataha",25,"Rural","Resident near the river","0","0","0","0","0","Gone boating (kayaking, canoeing, motorboating...)","Hunted","Fished","Visited a local park","Visited a wildlife refuge or state park","Visited a national park (anywhere in the US)","4 year degree","Employed full time","$100,000 - $149,999","Republican","0","Conservative","How people feel about the river and if it would be beneficial to develop it as a more recreational area.","Pass"
-97.5167999267578,35.4662017822266,"166.182.80.61","No Message Control","I AGREE to participate",1,"A moderate amount","A little","0",0,"0",0,"0","Extremely likely",4,3,5,1,2,7,6,8,"Moderately more vulnerable","Much more vulnerable","Yes",25,"0",3,3,3,4,3,3,3,3,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","Served on a committee or board","Volunteered to register voters or work at a polling place","Voted in the last federal election","Agree","Millard Fillmore",52,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",52,"Rural","Resident near the river","0","Hiked","0","Gone ""off-roading""","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Employed full time","$20,000 - $29,999","Republican","0","Conservative","Researching what people may know about their resources and how important these resources are to them. Also researching whether the people would be willing to make an effort to save the ecosystem of which they are part of, and their own way of life.","Pass"
-97.6315002441406,35.4833984375,"172.58.70.194","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"An attorney challenging the permit","Extremely likely",3,7,2,8,1,4,6,5,"Moderately more vulnerable","Moderately more vulnerable","Yes",20,"0",4,2,2,2,4,2,2,2,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","Called or written to a representative (local, state, or national)","0","0","0","Disagree","Zachary Taylor",42,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",39,"Rural","Resident near the river","0","0","0","Gone ""off-roading""","0","0","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","Some college","Disabled","$10,000 - $19,999","Independent","0","Conservative","0","Pass"
-96.8217010498047,32.7787017822266,"107.77.198.107","No Message Control","I AGREE to participate",1,"A little","A moderate amount","0",0,"0",0,"0","Moderately likely",2,6,1,4,3,8,5,7,"Moderately more vulnerable","Much more vulnerable","No",0,"Only because I am unable to financiallydo so at the moment",0,0,0,0,0,0,0,0,13,12,13,13,13,12,12,12,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","Zachary Taylor",41,"Male","White","0","0","0",0,"0","0","0","Yes","Pushmataha",30,"Rural","Resident near the river","0","0","0","0","Biked for recreation","0","Hunted","0","0","0","0","Some college","Disabled","Less than $10,000","Republican","0","Neither/Even Split","0","Pass"
-95.6253967285156,34.2348937988281,"12.251.170.102","Message 1 OKC","I AGREE to participate",1,"0","0","0",1,"The opposition attorney",0,"0","Extremely unlikely",0,0,0,0,0,0,0,0,"0","0","0",0,"0",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","0","0","0","0",0,"0","0","0","0","0",0,"0","0","0","0","0",0,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","Oops! Xoxox ed and michelle","Pass"
-95.6253967285156,34.2348937988281,"12.251.170.102","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Extremely likely",2,8,4,3,1,5,6,7,"Much more vulnerable","Much more vulnerable","Yes",100,"0",10,10,10,10,30,10,10,10,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","0","0","0","0","0","Agree","James K. Polk",65,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",60,"Rural","Resident near the river","0","Hiked","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","Professional degree","Retired","0","Democrat","0","Liberal","Kiàmiçhi riveer","Pass"
-95.068603515625,34.0090942382812,"64.19.118.127","Message 2 River","I AGREE to participate",1,"A moderate amount","A lot","0",0,"0",1,"The hearing examiner","Moderately likely",4,8,1,3,2,7,5,6,"Slightly more vulnerable","Much more vulnerable","Yes",20,"0",0,2,10,3,5,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","Joined and/or contribute to a community-lead group (via social media or in-person)","0","0","0","0","Agree","James K. Polk",36,"Female","White","0","0","0",0,"0","0","0","Yes","Choctaw",1,"Rural","No Relationship","0","0","0","0","0","0","0","0","Visited a local park","Visited a wildlife refuge or state park","0","2 year degree","Unemployed not looking for work","$10,000 - $19,999","Democrat","0","Conservative","To help save the river. There are endangered species that habitat that river and are protected therefore that river should be protected as well.","Pass"
-95.068603515625,34.0090942382812,"64.19.118.127","No Message Control","I AGREE to participate",1,"A little","A little","0",0,"0",0,"0","Extremely likely",2,1,6,4,3,5,7,8,"Moderately more vulnerable","Much more vulnerable","No",0,"Already support many charities",0,0,0,0,0,0,0,0,20,20,15,5,20,10,5,5,"Donated time or money to a political campaign","0","0","0","0","0","0","0","0","Neither agree nor disagree","Millard Fillmore",78,"Female","0","0","American Indian or Alaska Native","0",0,"0","0","0","Yes","Choctaw",48,"Urban","Resident near the river","0","Hiked","0","0","0","0","0","0","Visited a local park","0","0","Professional degree","Retired","More than $150,000","Republican","0","Conservative","I am concerned about the political battle as to needs far reaching from here. I do not feel we should provide water for city. I am Native American and this is NOT appropriate.  Too much an age of “entitlement”.","Pass"
-95.068603515625,34.0090942382812,"64.19.118.127","Message 1 OKC","I AGREE to participate",1,"A little","A moderate amount","0",1,"The opposition attorney",0,"0","Extremely likely",1,4,5,6,3,8,7,2,"Moderately more vulnerable","Much more vulnerable","Yes",100,"0",25,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0","0","0","0","0","0","0","Volunteered to register voters or work at a polling place","Voted in the last federal election","Strongly agree","Millard Fillmore",79,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",30,"Rural","Resident near the river","0","0","0","0","0","0","0","0","Visited a local park","0","0","4 year degree","Retired","$50,000 - $59,999","Republican","0","&nbsp;","0","Pass"
-95.6253967285156,34.2348937988281,"12.251.170.102","No Message Control","I AGREE to participate",1,"A little","None at all","0",0,"0",0,"0","Moderately likely",1,6,4,3,2,7,5,8,"About the same","Much more vulnerable","Yes",30,"0",5,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,"Donated time or money to a political campaign","Attended a town hall or city council meeting","Attended a rally/demonstration/march","Signed a petition","0","Called or written to a representative (local, state, or national)","0","0","Voted in the last federal election","Somewhat agree","James K. Polk",29,"Female","White","0","0","0",0,"0","0","0","Yes","Pushmataha",6,"Rural","Resident near the river","0","0","0","0","Biked for recreation","0","0","0","Visited a local park","0","0","4 year degree","Employed full time","$30,000 - $39,999","Democrat","0","Liberal","Hopefully data to help conserve the river and protect natural resources from politic and money hungry corporations.","Pass"
-95.068603515625,34.0090942382812,"64.19.118.127","Message 2 River","I AGREE to participate",1,"A little","A little","0",0,"0",1,"Out of state lobby representative","Moderately likely",7,2,6,5,3,1,4,8,"Slightly more vulnerable","Slightly less vulnerable","Yes",120,"0",25,10,40,25,0,15,0,5,0,0,0,0,0,0,0,0,"0","0","0","Signed a petition","0","0","0","0","0","Somewhat agree","James K. Polk",23,"Female","White","0","0","0",0,"0","0","0","Yes","Choctaw",1,"Rural","Oklahoma City metro area resident","0","Hiked","Camped","0","Biked for recreation","Gone boating (kayaking, canoeing, motorboating...)","0","Fished","Visited a local park","Visited a wildlife refuge or state park","0","High school graduate","Employed full time","$40,000 - $49,999","Independent","0","Neither/Even Split","0","Fail"
